site_no,station_name,latitude,longitude,huc,site_type
390204077090301,MO Ef  14,39.03455368,-77.150535,2070008.0,GW
390209076585501,MO Eh  17,39.0359427,-76.9816427,2070010.0,GW
390210077061901,MO2005G010,39.0361111,-77.10527778,2070010.0,GW
390210077061902,MO2005S009,39.0361111,-77.10527778,2070010.0,GW
390211077075201,MO Ef  23,39.0364981,-77.13081238,2070008.0,GW
390212077113401,MO Ee  10,39.0367758,-77.1924802,2070008.0,GW
390224077032301,MO Eg  10,39.0401092,-77.0560888,2070010.0,GW
390228076565101,PG Bc  10,39.04122045,-76.9471973,2070010.0,GW
390228077093901,MO Ef  17,39.0412202,-77.1605352,2070008.0,GW
390231077155401,MO Ed  11,39.04205339,-77.2647041,2070008.0,SP
390234077072801,MO Ef  15,39.04288689,-77.1241456,2070008.0,GW
390236077072801,MO Ef  56,39.04310278,-77.1240806,2070010.0,GW
390237077093301,MO Ef  18,39.04372017,-77.1588685,2070008.0,GW
390242077073101,MO Ef  16,39.04510907,-77.124979,2070008.0,GW
390246077163801,MO Ed   8,39.04621994,-77.2769268,2070008.0,SP
390249077061901,MO2005G005,39.04694444,-77.10527778,2070010.0,GW
390252077064401,MO Ef  22,39.0478868,-77.1119232,2070010.0,GW
390254077092901,MO Ef 61,39.0483333,-77.1580556,2070008.0,GW
390254077111901,MO Ee  21,39.04844228,-77.1883136,2070008.0,GW
390254077124701,MO Ee  16,39.04844226,-77.2127585,2070008.0,GW
390255077075101,MO Ef  53,39.0487201,-77.1305347,2070008.0,GW
390255077163701,MO Ed   9,39.04871989,-77.27664908,2070008.0,SP
390259077111501,MO Ee  11,39.04983115,-77.18720249,2070008.0,GW
390259077140401,MO Ee   4,39.0498311,-77.2341478,2070008.0,GW
390303077164701,MO Ed  10,39.05094207,-77.279427,2070008.0,SP
390312077065601,MO Ef  45,39.05344227,-77.1152567,2070010.0,GW
390320077013901,MO Eg  22,39.05566454,-77.0271994,2070010.0,GW
390323077063701,MO Ef  33,39.05649778,-77.1099788,2070010.0,GW
390326077004801,MO Eg  15,39.05733119,-77.0130325,2070010.0,GW
390333077072101,MO Ef  21,39.05927549,-77.1222013,2060006.0,GW
390337077094601,MO Ef  50,39.06038655,-77.16247989,2070008.0,SP
390339076554501,PG Bc 42,39.0608333,-76.9291667,2070010.0,GW
390339076554502,PG Bc 43,39.0608333,-76.9291667,2070010.0,GW
390341077104401,MO Ee  22,39.0614976,-77.1785913,2070008.0,GW
390344076555901,PG Bc   4,39.0623312,-76.93275258,2070010.0,GW
390344077031401,MO Eg   7,39.06233106,-77.0535889,2070010.0,GW
390344077063901,MO Ef  20,39.062331,-77.1105344,2070010.0,GW
390344077065301,MO Ef  32,39.062331,-77.1144234,2070010.0,GW
390345077031401,MO Eg   5,39.0626088,-77.0535889,2070010.0,GW
390345077031402,MO Eg   6,39.0626088,-77.0535889,2070010.0,GW
390346077063401,MO Ef  19,39.06288656,-77.1091455,2070010.0,GW
390349076553301,PG Bc  41,39.0636111,-76.9258333,2070010.0,GW
390349076554501,PG Bc 40,39.0636111,-76.9291667,2070010.0,GW
390350077081401,MO Ef  42,39.0639976,-77.1369239,2060006.0,GW
390350077082501,MO Ef  41,39.0639976,-77.13997948,2070008.0,GW
390356077080401,MO Ef  43,39.06566426,-77.134146,2070008.0,GW
390357077121701,MO Ee   2,39.06594197,-77.2044252,2070008.0,GW
390358076595201,MO Eh  15,39.06621994,-76.9974766,2070010.0,GW
390358076595401,MO Eh  14,39.0662199,-76.99803219,2070010.0,GW
390359076554501,PG Bc  39,39.06638889,-76.9291667,2070010.0,GW
390400076570201,MO Eh   9,39.06677556,-76.9502531,2070010.0,GW
390400077013301,MO Eg   1,39.06677546,-77.0255328,2070010.0,GW
390401077103501,MO Ee  13,39.06705308,-77.1760913,2070008.0,GW
390403076570401,MO Eh  10,39.06760888,-76.9508087,2070010.0,GW
390404076570801,MO Eh   8,39.06788665,-76.9519198,2070010.0,GW
390404077103901,MO Ee  12,39.0678864,-77.17720248,2070008.0,GW
390408077154801,MO Ed   1,39.06899736,-77.2630377,2070008.0,GW
390414077133001,MO Ee  15,39.07066409,-77.2247035,2070008.0,GW
390420077152001,MO Ed   2,39.07233067,-77.2552597,2070008.0,GW
390421076561901,MO Eh   2,39.0726088,-76.9383084,2070010.0,GW
390421076561902,MO Eh   3,39.0726088,-76.9383084,2070010.0,GW
390421077065401,MO Ef  55,39.0726086,-77.1147013,2070010.0,GW
390423077002801,MO Eg  21,39.07316425,-77.0074769,2070010.0,GW
390425077115501,MO Ee   3,39.0737196,-77.19831409,2070008.0,GW
390427077071401,MO Ef  30,39.0742752,-77.1202569,2070010.0,GW
390427077072001,MO Ef  29,39.0742752,-77.1219237,2070010.0,GW
390427077072002,MO Ef  31,39.0742752,-77.1219237,2070010.0,GW
390427077090801,MO Ef   2,39.0742752,-77.1519243,2070008.0,GW
390430076594301,MO Eh  16,39.07510867,-76.99497659,2070010.0,GW
390430077084003,MO Ef  48,39.0751085,-77.1441463,2070008.0,GW
390430077084004,MO Ef  49,39.0751085,-77.1441463,2070008.0,GW
390431076572901,MO Eh   1,39.0753865,-76.9577534,2070010.0,GW
390431077001001,MO Eg   3,39.0753864,-77.00247678,2070010.0,GW
390431077015201,MO Eg  20,39.0753864,-77.03081069,2070010.0,GW
390431077073501,MO Ef  37,39.0753863,-77.1260904,2070010.0,GW
390433077075101,MO Ef  38,39.07594186,-77.130535,2070010.0,GW
390434076573001,MO Eh  19,39.07594206,-76.9580311,2070010.0,GW
390434076573002,MO Eh 20,39.076553,-76.958306,20700100202.0,GW
390434077072601,MO Ef  28,39.07621964,-77.1235904,2070010.0,GW
390435077020301,MO Eg  23,39.0764975,-77.0338663,2070010.0,GW
390435077020302,MO Eg  24,39.0764975,-77.0338663,2070010.0,GW
390435077020303,MO Eg  25,39.0764975,-77.0338663,2070010.0,GW
390435077020304,MO Eg  26,39.0764975,-77.0338663,2070010.0,GW
390435077085301,MO Ef  34,39.07649739,-77.1477575,2070008.0,GW
390435077085302,MO Ef  35,39.07649739,-77.1477575,2070008.0,GW
390438077050301,MO2013G001,39.0772222,-77.0841667,2070010.0,GW
390439077020701,MO Eg  16,39.07760859,-77.0349775,2070010.0,GW
390439077081401,MO Ef   7,39.07760849,-77.13692399,2070010.0,GW
390439077081402,MO Ef   8,39.07760849,-77.13692399,2070010.0,GW
390439077082301,MO Ef  40,39.07760849,-77.139424,2060006.0,GW
390439077084001,MO Ef  46,39.07760849,-77.1441464,2070008.0,GW
390439077084002,MO Ef  47,39.07760849,-77.1441464,2070008.0,GW
390440076594601,MO Eh   4,39.0778864,-76.99581,2070010.0,GW
390441077020101,MO Eg  17,39.0781641,-77.0333108,2070010.0,GW
390441077085101,MO Ef   3,39.078164,-77.14720198,2070008.0,GW
390441077133101,MO Ee  40,39.07816396,-77.2249814,2070008.0,GW
390444076591301,MO Eh  18,39.0789975,-76.986643,2070010.0,GW
390444077020101,MO Eg  18,39.07899746,-77.0333108,2070010.0,GW
390444077025701,MO Eg  19,39.07899744,-77.0488666,2070010.0,GW
390444077084901,MO Ef  36,39.07899735,-77.1466464,2070008.0,GW
390444077095601,MO Ef   1,39.0789973,-77.1652579,2070008.0,GW
390444077131801,MO Ee  37,39.07899728,-77.2213702,2070008.0,GW
390444077134001,MO Ee  39,39.07899727,-77.2274814,2070008.0,GW
390445076552301,"FAIRLAND, MD",39.07916667,-76.92305556,2060006.0,LK
390445077101501,MO Ee  24,39.0792751,-77.1705358,2070008.0,GW
390446076594301,MO Eh   5,39.07955304,-76.9949766,2070010.0,GW
390446077131801,MO Ee  38,39.0795528,-77.22137018,2070008.0,GW
390447077082601,MO Ef   6,39.07983067,-77.1402574,2070010.0,GW
390448077025301,MO Eg   4,39.0801085,-77.0477555,2070010.0,GW
390449077100901,MO Ee   1,39.08038619,-77.1688691,2070008.0,GW
390450077084901,MO Ef   5,39.08066399,-77.1466464,2070008.0,GW
390450077131401,MO Ee  14,39.0806639,-77.220259,2070008.0,GW
390451077074301,MO Ef  11,39.08094178,-77.1283127,2070010.0,GW
390451077074302,MO Ef  27,39.08094178,-77.1283127,2070010.0,GW
390451077084601,MO Ef   4,39.08094176,-77.14581309,2070010.0,GW
390451077130301,MO Ee  32,39.08094169,-77.2172034,2070008.0,GW
390451077132201,MO Ee  34,39.08094169,-77.2224813,2070008.0,GW
390452077074701,MO Ef  10,39.08121955,-77.1294239,2070010.0,GW
390452077074702,MO Ef  26,39.08121955,-77.1294239,2070010.0,GW
390452077074901,MO Ef   9,39.08121955,-77.1299794,2070010.0,GW
390452077100301,MO Ee  23,39.0812195,-77.1672024,2070008.0,GW
390452077131901,MO Ee  36,39.08121946,-77.22164799,2070008.0,GW
390453077132101,MO Ee  35,39.0814972,-77.2222036,2070008.0,GW
390456077082601,MO Ef  39,39.0823306,-77.1402574,2070010.0,GW
390456077130501,MO Ee  33,39.08233056,-77.217759,2070008.0,GW
390458076592601,MO Eh   7,39.0828863,-76.99025428,2070010.0,GW
390458077134001,MO Ee  26,39.0828861,-77.2274815,2070008.0,GW
390459076592801,MO Eh   6,39.08316409,-76.9908099,2070010.0,GW
390459077000101,MO Eg   2,39.08316408,-76.9999768,2070010.0,GW
390459077134601,MO Ee  25,39.08316387,-77.2291482,2070008.0,GW
390501077095201,MO Df   6,39.08371947,-77.1641468,2070008.0,GW
390506077082901,MO Df   1,39.08510836,-77.1410908,2070010.0,GW
390506077082902,MO Df   2,39.08510836,-77.1410908,2070010.0,GW
390508077024201,MO Dg  26,39.08566399,-77.0446999,2070010.0,GW
390508077024401,MO Dg  27,39.08566399,-77.04525549,2070010.0,GW
390508077024402,MO Dg  32,39.08566399,-77.04525549,2070010.0,GW
390508077024403,MO Dg  33,39.08566399,-77.04525549,2070010.0,GW
390508077093601,MO Df   7,39.08566389,-77.1597023,2070008.0,GW
390509077092101,MO Df   8,39.08594166,-77.1555356,2070008.0,GW
390510076595701,MO Dh  14,39.08621958,-76.9988656,2070010.0,GW
390510076595702,MO Dh  15,39.08621958,-76.9988656,2070010.0,GW
390516077083901,MO Df   3,39.08788609,-77.1438687,2060006.0,GW
390516077140601,MO De  19,39.087886,-77.23470389,2070008.0,GW
390517077082501,MO Df  27,39.08816386,-77.1399797,2070010.0,GW
390517077093701,MO Df  23,39.08816384,-77.1599801,2070008.0,GW
390517077100101,MO De   3,39.0881638,-77.1666469,2070008.0,GW
390517077100102,MO De  20,39.0881638,-77.1666469,2070008.0,GW
390521077094501,MO Df   4,39.0892749,-77.1622024,2070008.0,GW
390524076582301,MO Dh   9,39.09010845,-76.9727538,2070010.0,GW
390524077094401,MO Df   5,39.09010825,-77.1619246,2070008.0,GW
390526077124801,MO De  17,39.09066375,-77.2130368,2070008.0,GW
390528077030301,MO Dg  25,39.09121945,-77.0505334,2070010.0,GW
390530077035001,MO Dg  20,39.09177498,-77.0635892,2070010.0,GW
390532077160301,MO Dd 29,39.0922583,-77.26758889,2070008.0,GW
390533077125201,MO De 52,39.09255,-77.2145333,2070008.0,GW
390534077083101,MO Df  18,39.092886,-77.1416464,2070010.0,GW
390534077083102,MO Df  19,39.092886,-77.1416464,2070010.0,GW
390534077083103,MO Df  20,39.092886,-77.1416464,2070010.0,GW
390534077093301,MO Df  24,39.09288598,-77.158869,2070008.0,GW
390536076541101,"LAUREL EMPLOYMENT PARK, MD",39.09333333,-76.90305556,20600060401.0,LK
390536077090101,MO Df  26,39.0934415,-77.14998,2070010.0,GW
390539077140101,MO De  18,39.09427478,-77.233315,2070008.0,GW
390542077000901,MO Dg  29,39.0951083,-77.00219909,2070010.0,GW
390544077092601,MO Df  25,39.0956637,-77.1569246,2070010.0,GW
390551077001201,MO Dg  28,39.09760826,-77.0030324,2070010.0,GW
390557077085401,MO Df  29,39.09927477,-77.1480355,2070010.0,GW
395643077062601,MW-01,38.94526944,-77.1071,2070008.0,GW
