site_no,station_name,latitude,longitude,huc,site_type
01645200,"WATTS BRANCH AT ROCKVILLE, MD",39.084275,-77.1769249,2070008.0,ST
01645295,"POTOMAC RIVER BELOW WATTS BRANCH NEAR POTOMAC, MD",39.03777778,-77.2530556,2070008.0,ST
01645300,"POTOMAC RIVER NEAR POTOMAC, MD",39.0381646,-77.2552593,2070008.0,ST
01645305,"POTOMAC RIVER NEAR SHADY OAK, VA",39.03055556,-77.2447222,2070008.0,ST
01645310,"POTOMAC RIVER NEAR GREAT FALLS, MD",39.01277778,-77.2436111,2070008.0,ST
01645500,"POTOMAC RIVER AT GREAT FALLS, MD",39.00094304,-77.2485919,2070008.0,ST
01645520,"POTOMAC RIVER NEAR FAIRVIEW, VA",38.99055556,-77.2475,2070008.0,ST
01645525,"POTOMAC RIVER AT GLENDALE, VA",38.98055556,-77.2391667,2070008.0,ST
01645799,"DIFFICULT RUN AT W&OD RR NEAR VIENNA, VA",38.931222,-77.2983167,2070008.0,ST
01645800,"PINEY BRANCH AT VIENNA, VA",38.90177806,-77.2655381,2070008.0,ST
0164580569,"PINEY BRANCH NEAR VIENNA, VA",38.9166111,-77.28425,2070008.0,ST
0164581169,"PINEY BRANCH AT MOUTH NEAR VIENNA, VA",38.93149979,-77.2974834,2070008.0,ST
0164582028,"DIFFICULT RUN AT BROWNS MILL ROAD AT KENMORE, VA",38.95313889,-77.2915556,2070008.0,ST
01645830,"WOLFTRAP CREEK AT CREEK CROSSING RD AT VIENNA, VA",38.9145556,-77.2577599,2070008.0,ST
0164583313,"WOLFTRAP CREEK AT BOIS AVENUE NEAR VIENNA, VA",38.93202778,-77.2631111,2070008.0,ST
01645844,"OLD COURTHOUSE SPRING BRANCH NEAR VIENNA, VA",38.93902778,-77.25763889,2070008.0,ST
01645850,"WOLFTRAP CREEK NEAR VIENNA, VA",38.9506661,-77.284705,2070008.0,ST
0164585869,"DIFFICULT RUN ABOVE COLVIN RUN AT KENMORE, VA",38.9657222,-77.2879722,2070008.0,ST
0164590968,"COLVIN RUN AT MOUTH AT KENMORE, VA",38.9658333,-77.2880556,2070008.0,ST
0164592501,"DIFFICULT RUN AB CAPTAIN HICKORY RN AT KENMORE, VA",38.97191667,-77.2768611,2070008.0,ST
01645931,"CAPTAIN HICKORY RUN AB TRIB 1 NEAR GREAT FALLS, VA",38.99155,-77.29743889,2070008.0,ST
0164593308,"CAPTAIN HICKORY TRIB1 AB TRIB NR GREAT FALLS, VA",38.9949722,-77.2978333,2070008.0,ST
0164593423,"CAPTAIN HICKORY TRIB1 TRIB NEAR GREAT FALLS, VA",38.99344444,-77.2964444,2070008.0,ST
01645936,"CAPTAIN HICKORY RUN TRIB1 NEAR GREAT FALLS, VA",38.99147778,-77.2969361,2070008.0,ST
01645940,"CAPTAIN HICKORY RUN AT RT 681 NEAR GREAT FALLS, VA",38.98516667,-77.28863889,2070008.0,ST
0164595661,"PINEY RUN AT MOUTH NEAR GREAT FALLS, VA",38.98372107,-77.2863714,2070008.0,ST
0164595719,"CPT HKRY RN TRB AT COLUMBINE ST NR GREAT FALLS, VA",38.99571944,-77.289025,2070008.0,FA-STS
0164596042,"CAPTAIN HICKORY RUN AT MOUTH AT KENMORE, VA",38.97233239,-77.2769267,2070008.0,ST
01645975,"ROCKY RUN NEAR GREAT FALLS, VA",38.9712213,-77.24664779,2070008.0,ST
0164599725,"ROCKY RUN AT MOUTH NEAR GREAT FALLS, VA",38.97569444,-77.2464444,2070008.0,ST
01646000,"DIFFICULT RUN NEAR GREAT FALLS, VA",38.97594346,-77.24581439,2070008.0,ST
01646010,"POTOMAC RIVER AT CROPLEY, MD",38.98027778,-77.22888889,20700081005.0,ST
01646020,"POTOMAC RIVER NEAR CROPLEY, MD",38.97305556,-77.2141667,2070008.0,ST
01646200,"SCOTT RUN NEAR MCLEAN, VA",38.95899935,-77.20553599,2070008.0,ST
01646210,"POTOMAC RIVER AT CARDEROCK, MD",38.96916667,-77.1975,2070008.0,ST
01646220,"ROCK RUN NEAR CABIN JOHN, MD",38.9751102,-77.1824798,2070008.0,ST
01646230,"DEAD RUN AT CHURCHILL RD AT MCLEAN, VA",38.94483296,-77.1833134,2070008.0,ST
01646270,"DEAD RUN AT OLD GEORGETOWN PIKE NEAR MCLEAN, VA",38.95288838,-77.1830356,2070008.0,ST
01646300,"DEAD RUN NEAR MCLEAN, VA",38.9553883,-77.1805355,2070008.0,ST
01646305,"DEAD RUN AT WHANN AVENUE NEAR MCLEAN, VA",38.95977716,-77.1756743,2070008.0,ST
01646310,"POTOMAC RIVER AT CABIN JOHN, MD",38.97055556,-77.165,2070008.0,ST
01646350,"CABIN JOHN CREEK AT ROCKVILLE, MD",39.05594219,-77.1513685,2070008.0,ST
01646400,"POTOMAC RIVER AT GLEN ECHO, MD",38.9661111,-77.1455556,2070008.0,ST
01646500,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA",38.94977778,-77.12763889,20700081005.0,ST
01646502,"POTOMAC RIVER, ADJUSTED, NEAR WASH, DC",38.94977778,-77.12763889,2070008.0,ST
01646508,POTOMAC RIVER BACKUP STATION,38.9494722,-77.1278056,2070008.0,ST
01646550,"LITTLE FALLS BRANCH NEAR BETHESDA, MD",38.9576106,-77.1083118,2070008.0,ST
01646562,DALECARLIA/POTOMAC R WATER INTAKE NEAR BETHESDA MD,38.94527778,-77.11527778,2070008.0,FA-OF
01646563,MILL CREEK TRIB NR DALECARLIA RES AT WASHINGTON DC,38.94555556,-77.1044444,2070008.0,ST
01646564,"MILL CREEK AT DALECARLIA RES NEAR CHEVY CHASE, MD",38.94563889,-77.10788889,2070008.0,ST
01646565,"EAST CREEK NR DALECARLIA RES AT WASHINGTON, DC",38.93977778,-77.1053056,2070008.0,ST
0164656550,EAST CREEK TRIB NR DALECARLIA RES AT WASHINGTON DC,38.9397222,-77.10527778,2070008.0,ST
01646566,"EAST CREEK AT DALECARLIA RES AT WASHINGTON, DC",38.94277778,-77.1085,2070008.0,ST
01646567,"EAST CREEK AT DALECARLIA RES NEAR CHEVY CHASE, MD",38.94563889,-77.10788889,2070008.0,ST
01646568,"MILL CREEK AT DALECARLIA RES NEAR BETHESDA, MD",38.946,-77.1085,2070008.0,ST
01646569,"MILL CREEK AT DALECARLIA RES AT BROOKMONT, MD",38.94513889,-77.1119444,2070008.0,ST
01646580,"POTOMAC RIVER AT CHAIN BRIDGE, AT WASHINGTON, DC",38.9295555,-77.1169232,2070010.0,ST
01646590,"PIMMIT RUN AT LEESBURG PIKE NEAR FALLS CHURCH, VA",38.90288919,-77.2024809,2070010.0,ST
01646599,"PIMMIT RUN AT RT 695 NEAR FALLS CHRUCH, VA",38.91177796,-77.1855359,2070010.0,ST
01646600,"PIMMIT RUN NEAR FALLS CHURCH, VA",38.91150019,-77.1844248,2070010.0,ST
01646620,"PIMMIT RUN AT WESTMORELAND RD NEAR MCLEAN, VA",38.915389,-77.177758,2070010.0,ST
01646650,"PIMMIT RUN AT OLD DOMINION DR AT MCLEAN, VA",38.92927768,-77.1697021,2070010.0,ST
01646660,"PIMMIT RUN BELOW BYRON BRANCH AT MCLEAN, VA",38.933056,-77.156389,20700100103.0,ST
01646700,"PIMMIT RUN AT ARLINGTON, VA",38.93622205,-77.1391458,2070010.0,ST
01646750,"LITTLE PIMMIT RUN TRIBUTARY AT ARLINGTON, VA",38.90511148,-77.137757,2070010.0,ST
01646755,"LITTLE PIMMIT RUN TRIB AT ARLINGTON, VA",38.90705589,-77.1385904,2070010.0,ST
01646780,"LITTLE PIMMIT RUN AT FRA-PARK RD AT ARLINGTON, VA",38.9170557,-77.14525719,2070010.0,ST
01646800,"LITTLE PIMMIT RUN AT ARLINGTON, VA",38.92288894,-77.1449794,2070010.0,ST
01646820,"LITTLE PIMMIT RUN AT KIRBY RD AT ARLINGTON, VA",38.93483319,-77.1399792,2070010.0,ST
01646850,"PIMMIT RUN NEAR NORTH RANDOLPH ST AT ARLINGTON, VA",38.93094439,-77.1241455,2070010.0,ST
01647500,"DONALDSON RUN AT MILITARY RD AT ARLINGTON, VA",38.9112225,-77.1135898,2070010.0,ST
01647505,"POTOMAC RIVER TRIBUTARY AT WASHINGTON, DC",38.92150014,-77.097756,2070010.0,ST
01647595,"POTOMAC RIVER AT KEY BRIDGE AT WASHINGTON, DC",38.90233385,-77.06942209,2070010.0,ST
01647600,"POTOMAC RIVER AT WISCONSIN AVE, WASHINGTON, DC",38.9033611,-77.0676667,2070010.0,ES
01647850,"TURKEY BRANCH NEAR ROCKVILLE, MD",39.068472,-77.08175,20700100101.0,ST
01647970,"ROCK CREEK NEAR BEACH DRIVE AT KENSINGTON, MD",39.02525,-77.0961944,2070010.0,ST
01647975,"ROCK CREEK AT BEACH DRIVE NEAR KENSINGTON, MD",39.02063889,-77.1001944,2070010.0,ST
01647976,"ROCK CREEK AT CEDAR LANE NEAR KENSINGTON, MD",39.0118611,-77.091,2070010.0,ST
01647994,ROCK CREEK AT MD/DC BOUNDRY AT WASHINGTON DC,38.98666667,-77.05277778,2070010.0,ST
01647996,"TRIB TO FENWICK BR AT RED BUD LANE, WASHINGTON DC",38.99305556,-77.0447222,2070010.0,ST
01647997,"PORTAL BRANCH AT NORTH PORTAL DR, WASHINGTON, DC",38.98944444,-77.0425,2070010.0,ST
0164799789,FENWICK BRANCH ABOVE ROCK CREEK AT WASHINGTON DC,38.98416667,-77.0422222,2070010.0,ST
0164799790,STORM SEWER FL TO ROCK CR BL FENWICK BR WASH DC,38.9836111,-77.0416667,2070010.0,ST
01647998,"ROCK CREEK BELOW WEST BEACH DRIVE WASHINGTON, DC",38.98299915,-77.0399493,2070010.0,ST
01648000,"ROCK CREEK AT SHERRILL DRIVE WASHINGTON, DC",38.9725,-77.04,20700100102.0,ST
01648001,Whittier Run above Rock Creek at Washington DC,38.97194444,-77.0397222,2070010.0,ST
01648002,Pinehurst Branch above Barnaby St at Washington DC,38.9783333,-77.05888889,2070010.0,ST
01648003,Pinehurst Br trib nr Barnaby St at Washington DC,38.97805556,-77.05888889,2070010.0,ST
01648004,"PINEHURST BRANCH AT OREGON AVENUE WASHINGTON, DC",38.9764159,-77.05172729,2070010.0,ST
01648005,"PINEHURST BRANCH AT BEACH DRIVE, WASHINGTON, DC",38.97141667,-77.0437222,2070010.0,ST
0164800550,Rock Creek trib near Bingham Dr at Washington DC,38.96888889,-77.0469444,2070010.0,ST
01648006,"ROCK CREEK TRIBUTARY AT GOLF COURSE WASHINGTON, DC",38.9668605,-77.0458938,2070010.0,ST
01648010,"ROCK CREEK AT JOYCE RD WASHINGTON, DC",38.96016667,-77.04205556,20700100102.0,ST
01648011,Luzon Branch above Rock Creek at Washington DC,38.96169444,-77.04138889,20700100102.0,ST
01648015,"BROAD BRANCH AT WASHINGTON, DC",38.95149968,-77.052755,2070010.0,ST
0164801540,Broad Branch above Soapstone Valley at Wash DC,38.94555556,-77.05138889,2070010.0,ST
0164801550,Soapstone Valley trib to Broad Branch at Wash DC,38.945,-77.0519444,2070010.0,ST
01648016,"ROCK CREEK AT PIERCE MILL WASHINGTON, DC",38.93780556,-77.05188889,2070010.0,ST
01648100,Rock Creek above Piney Branch at Washington DC,38.93527778,-77.04777778,2070010.0,ST
01648200,Piney Branch above Rock Creek at Washinton DC,38.93527778,-77.0469444,2070010.0,ST
01648300,Rock Cr above Connecticut Av at Washington DC,38.92305556,-77.0486111,2070010.0,ST
01648390,Normanstone Creek above Rock Creek at WashingtonDC,38.91888889,-77.0561111,2070010.0,ST
01648450,Dumbarton Oaks trib above Rock Cr at Washington DC,38.91555556,-77.0594444,2070010.0,ST
01648500,Rock Creek below Dumbarton Oaks trib at Wash DC,38.9147222,-77.0583333,2070010.0,ST
01648998,"ROCK CREEK ABOVE Q STREET WASHINGTON, DC",38.9117226,-77.0516994,2070010.0,ST
01649000,"ROCK CREEK AT Q STREET, WASHINGTON  DC",38.9112226,-77.0513661,2070010.0,ST
01649003,Pipe inflow to Rock Cr below P St at Washington DC,38.90888889,-77.05027778,2070010.0,ST
01649010,Rock Creek above M Street at Washington DC,38.90138889,-77.0583333,2070010.0,ST
01649025,"WASHINGTON CHANNEL AT WASHINGTON, DC",38.8755833,-77.0250556,2070010.0,ST-CA
01649150,"PAINT BRANCH TRIBUTARY NEAR COLESVILLE, MD",39.08838889,-76.9895833,2070010.0,ST
01649190,"PAINT BRANCH NEAR COLLEGE PARK, MD",39.03336111,-76.96402778,20700100202.0,ST
01649200,"PAINT BRANCH AT COLLEGE PARK, MD",39.02122079,-76.9455305,2070010.0,ST
01649500,"NORTHEAST BRANCH ANACOSTIA RIVER AT RIVERDALE, MD",38.96025,-76.9259722,2070010.0,ST
01650450,"BEL PRE CREEK AT LAYHILL, MD",39.09094167,-77.05275568,2070010.0,ST
01650470,"LUTES RUN AT LUTES, MD",39.07344198,-77.0519222,2070010.0,ST
01650500,"Northwest Branch Anacostia River nr Colesville, MD",39.06552778,-77.02936111,20700100201.0,ST
01650800,"SLIGO CREEK NEAR TAKOMA PARK, MD",38.9862222,-77.0048611,2070010.0,ST
01650900,"SLIGO CREEK AT TAKOMA PARK, MD",38.98316586,-77.0002541,2070010.0,ST
01651000,"NORTHWEST BR ANACOSTIA RIVER NR HYATTSVILLE, MD",38.95255556,-76.96513889,2070010.0,ST
01651003,"NORTHWEST BRANCH ANACOSTIA RIVER AT BRENTWOOD, MD",38.9489722,-76.9562222,2070010.0,ST
01651007,"ANACOSTIA RIVER AT BLADENSBURG WATERFRONT PARK, MD",38.93416667,-76.93925,2070010.0,ES
01651010,"ANACOSTIA RIVER AT BLADENSBURG, MD",38.92372257,-76.93858539,2070010.0,ES
01651720,"CABIN BRANCH NEAR 64TH STREET AT CHEVERLY, MD",38.91577778,-76.91177778,2070010.0,ST
01651725,"BEAVERDAM CREEK AT CHEVERLY, MD",38.91411111,-76.92111111,20700100204.0,ST
01651730,"BEAVERDAM CREEK NEAR CHEVERLY, MD",38.91630556,-76.9343056,2070010.0,ST
01651740,"NASH RUN AT WASHINGTON, DC",38.9103333,-76.9421111,2070010.0,ST
01651750,"ANACOSTIA RIVER AQUATIC GARDENS AT WASHINGTON, DC",38.9145,-76.9505,2070010.0,ES
01651760,"ANACOSTIA RIVER AT KENILWORTH AT WASHINGTON, DC",38.90916667,-76.95527778,2070010.0,ST-TS
01651770,"HICKEY RUN AT NATIONAL ARBORETUM AT WASHINGTON, DC",38.9161111,-76.9688611,2070010.0,ST
01651780,"HICKEY RUN AT WASHINGTON, DC",38.91233384,-76.964975,2070010.0,ST
01651793,"WATTS BRANCH AT 50TH ST, WASHINGTON, DC",38.89775,-76.9284167,2070010.0,ST
01651794,"WATTS BRANCH AT 49TH ST, WASHINGTON DC",38.8982222,-76.93225,2070010.0,ST
01651795,"WATTS BRANCH AT BENNING ROAD, WASHINGTON, DC",38.8978897,-76.93302958,2070010.0,ST
01651800,"WATTS BRANCH AT WASHINGTON, DC",38.90127778,-76.94327778,20700100204.0,ST
01651805,"WATTS BRANCH NEAR WASHINGTON, DC",38.9067784,-76.9488634,2070010.0,ST
01651810,UNMED TRIB TO ANACOSTIA R BLW FT DUPONT AT WASH DC,38.8821111,-76.964,2070010.0,ST
01651812,"ANACOSTIA RIVER AT ANACOSTIA PARK BOAT RAMP, DC",38.87991667,-76.9708333,2070010.0,ST-TS
01651815,"POPE BRANCH AT WASHINGTON, DC",38.87344568,-76.9580302,2070010.0,ST
01651817,"POPE BRANCH AT FAIRLAWN AVE AT WASHINGTON, DC",38.8776,-76.9666194,2070010.0,ST
01651825,"ANACOSTIA RIVER AT WASHINGTON, DC",38.87927888,-76.9713639,2070010.0,ST
0165182550,"TRIB TO ANACOSTIA R ABV GOOD HOPE ROAD AT WASH, DC",38.86391667,-76.9765833,2070010.0,ST
01651827,"Anacostia River nr Buzzard Point at Washington, DC",38.86516667,-77.0103333,2070010.0,ST-TS
01651830,"BLUE PLAINS WWT PLANT OUTFALL AT WASHINGTON, DC",38.81416667,-77.0266667,2070008.0,FA-OF
01652090,"FOUR MILE RUN AT HWY 29 AT FALLS CHURCH, VA",38.8863,-77.1635,20700100301.0,ST
01652370,"FOURMILE RUN AT ARLINGTON, VA",38.8678899,-77.1274792,2070010.0,ST
01652400,"LONG BRANCH AT ARLINGTON, VA",38.8587234,-77.12664588,2070010.0,ST
01652430,"DOCTORS RUN AT ARLINGTON, VA",38.86177895,-77.1022008,2070010.0,ST
01652470,"LUCKY RUN AT ARLINGTON, VA",38.8426126,-77.1041453,2070010.0,ST
01652500,"FOURMILE RUN AT ALEXANDRIA, VA",38.8433333,-77.0858611,2070010.0,ST
01652507,"FOURMILE RUN AT EAST GLEBE ROAD AT ALEXANDRIA, VA",38.84372375,-77.0772001,2070010.0,ST
01652525,"LONG BRANCH AT SOUTH GLEBE ROAD NR ALEXANDRIA, VA",38.84455708,-77.0710888,2070010.0,ST
01652545,"FOURMILE RUN ABOVE HIGHWAY 1 AT ALEXANDRIA, VA",38.8402222,-77.0533056,2070010.0,ST-TS
01652570,"POTOMAC RIVER AT BLUE PLAINS PIER, WASHINGTON, DC",38.8126111,-77.02702778,2070010.0,ST-TS
01652580,"OXON RUN AT 13TH STREET AT WASHINGTON, DC",38.83900178,-76.9885865,2070010.0,ST
0165258850,"OXON RUN NEAR WASHINGTON, DC",38.8503905,-76.9599746,2070010.0,ST
0165258860,"OXON RUN AT WASHINGTON, DC",38.8398351,-76.9849753,2070010.0,ST
0165258890,"POTOMAC RIVER AT CAMERON ST DOCK AT ALEXANDRIA, VA",38.80527778,-77.0383333,2070010.0,ST-TS
01652589,"POTOMAC RIVER BEL OXON CREEK AT WASHINGTON, DC",38.80178014,-77.0263652,2070010.0,ES
01652595,"HOLMES RUN AT SHREVE RD AT MERRIFIELD, VA",38.88122286,-77.2210927,2070010.0,ST
01652600,"HOLMES RUN AT MERRIFIELD, VA",38.86594536,-77.21220369,2070010.0,ST
01652603,"HOLMES RUN AT HOLMES RUN ACRES NEAR ANNANDALE, VA",38.8562233,-77.2072037,2070010.0,ST
01652606,"HOLMES RUN AT ANNANDALE RD NEAR ANNANDALE, VA",38.85372337,-77.1969256,2070010.0,ST
01652609,"HOLMES RUN AT ROSE LANE NEAR ANNANDALE, VA",38.84761238,-77.1838697,2070010.0,ST
01652610,"HOLMES RUN NEAR ANNANDALE, VA",38.8465013,-77.1741473,2070010.0,ST
01652615,"HOLMES RUN ABOVE LAKE BARCROFT NEAR ANNANDALE, VA",38.84622354,-77.1688693,2070010.0,ST
01652618,"TRIPPS RUN AT SOUTHWEST ST AT FALLS CHURCH, VA",38.8873339,-77.19220298,2070010.0,ST
01652620,"TRIPPS RUN AT FALLS CHURCH, VA",38.87944444,-77.1791667,2070010.0,ST
01652635,"TRIPPS RUN AT ANNANDALE RD AT FALLS CHURCH, VA",38.86733429,-77.17470268,2070010.0,ST
01652645,"TRIPPS RUN TRIBUTARY NEAR FALLS CHURCH, VA",38.8651121,-77.1708137,2070010.0,ST
01652650,"TRIPPS RUN NEAR FALLS CHURCH, VA",38.86038997,-77.1655358,2070010.0,ST
01652665,"TRIPPS RUN ABOVE LAKE BARCROFT NR FALLS CHURCH, VA",38.8548345,-77.1583134,2070010.0,ST
01652670,"HOLMES RUN BELOW LAKE BARCROFT, NR ALEXANDRIA, VA",38.8409459,-77.1438687,2070010.0,ST
01652675,"HOLMES RUN AT NORTH CHAMBLISS ST AT ALEXANDRIA, VA",38.8315016,-77.1349796,2070010.0,ST
01652685,"HOLMES RUN AT SHIRLEY HWY AT ALEXANDRIA, VA",38.8203907,-77.128035,2070010.0,ST
01652688,"HOLMES RUN ALONG HOLMES RUN PKWY AT ALEXANDRIA, VA",38.81527778,-77.12,2070010.0,ST
01652690,"HOLMES RUN AT ALEXANDRIA, VA",38.8123353,-77.1138679,2070010.0,ST
01652695,"BACKLICK RUN AT BRADDOCK RD NEAR ANNANDALE, VA",38.8117796,-77.19470369,2070010.0,ST
01652710,"BACKLICK RUN AT SPRINGFIELD, VA",38.80150205,-77.1869258,2070010.0,ST
01652765,"INDIAN RUN AT BRADDOCK RD AT ALEXANDRIA, VA",38.8156685,-77.1694251,2070010.0,ST
01652785,"INDIAN RUN AT CHEROKEE ST AT ALEXANDRIA, VA",38.806502,-77.1594249,2070010.0,ST
01652805,"TURKEYCOCK RUN AT CHOWAN ST AT ALEXANDRIA, VA",38.81761295,-77.1508134,2070010.0,ST
01652810,"TURKEYCOCK RUN AT ALEXANDRIA, VA",38.81011308,-77.151369,2070010.0,ST
01652860,"TURKEYCOCK RUN AT EDSALL RD AT ALEXANDRIA, VA",38.80416667,-77.14513889,2070010.0,ST
01652900,"BACKLICK RUN AT VAN DORN STREET AT ALEXANDRIA, VA",38.8033333,-77.13388889,2070010.0,ST
01652910,"BACKLICK RUN AT ALEXANDRIA, VA",38.8031688,-77.1277572,2070010.0,ST
01653000,"CAMERON RUN AT ALEXANDRIA, VA",38.8044466,-77.10558989,2070010.0,ST
01653002,"CAMERON RUN AB SOUTH QUAKER LANE AT ALEXANDRIA, VA",38.80427995,-77.0972007,2070010.0,ST
01653004,"CAMERON RUN AT SOUTH QUAKER LANE AT ALEXANDRIA, VA",38.80427997,-77.087756,2070010.0,ST
01653410,"TAYLOR RUN AT ALEXANDRIA, VA",38.80844659,-77.0749778,2070010.0,ST
0165388460,"ACCOTINK CREEK AT DALE DRIVE AT FAIRFAX, VA",38.85728056,-77.2981667,2070010.0,ST
0165388630,"ACCOTINK CREEK BELOW STAFFORD DRIVE AT FAIRFAX, VA",38.8648222,-77.2882472,2070010.0,ST
0165388895,"STORM DRAIN AT LEE HIGHWAY AT FAIRFAX, VA",38.8614222,-77.2987972,2070010.0,FA-STS
0165388995,"ACCOTINK CR TRIB 2 BL STAFFORD DR AT FAIRFAX, VA",38.8659833,-77.2895722,2070010.0,ST
0165389060,"ACCOTINK CR TRIB 2 TO TRIB 2 AT FAIRFAX, VA",38.86972778,-77.29713889,2070010.0,ST
0165389120,"ACCOTINK CR TRIB 2 TRIB 2 AT MOUTH AT FAIRFAX, VA",38.86657778,-77.2895111,2070010.0,ST
0165389140,"ACCOTINK CREEK TRIB 2 AT MOUTH AT FAIRFAX, VA",38.86564444,-77.28795,2070010.0,ST
0165389205,"ACCOTINK CREEK NEAR RANGER ROAD AT FAIRFAX, VA",38.86624167,-77.2863833,2070010.0,ST
0165389220,"ACCOTINK CREEK ABOVE LEE HIGHWAY AT FAIRFAX, VA",38.86448056,-77.283925,2070010.0,ST
0165389225,"STORM DRAIN AT STRATHAVEN PLACE AT FAIRFAX, VA",38.8776361,-77.29036389,2070010.0,FA-STS
0165389250,"ACCOTINK CREEK TRIB 3 AT PLATTEN DR AT FAIRFAX, VA",38.87480278,-77.2877833,2070010.0,ST
0165389360,"STORM DRAIN BELOW BEECH DRIVE AT FAIRFAX, VA",38.86593056,-77.28255278,2070010.0,FA-STS
0165389380,"ACCOTINK CREEK TRIB 3 AT MOUTH AT FAIRFAX, VA",38.8647361,-77.28326389,2070010.0,ST
0165389420,"ACCOTINK CREEK BELOW ARLINGTON BLVD AT FAIRFAX, VA",38.8631583,-77.2810472,2070010.0,ST
0165389440,"STORM DRAIN AT GREAT OAKS WAY AT FAIRFAX, VA",38.86283889,-77.2794361,2070010.0,FA-STS
0165389450,"ACCOTINK CREEK ABOVE OLD LEE HWY AT FAIRFAX, VA",38.86237778,-77.2785444,2070010.0,ST
0165389480,"ACCOTINK CREEK BELOW OLD LEE HWY AT FAIRFAX, VA",38.86133889,-77.2769083,2070010.0,ST
0165389490,"ACCOTINK CREEK ABOVE DANIELS RUN AT FAIRFAX, VA",38.8607861,-77.2761667,2070010.0,ST
0165389615,"STORM DRAIN AT COVER PLACE AT FAIRFAX, VA",38.84594167,-77.2966167,2070010.0,FA-STS
0165389680,"DANIELS RUN AT HERITAGE LANE AT FAIRFAX, VA",38.8513611,-77.2899111,2070010.0,ST
0165389685,"STORM DRAIN AT HERITAGE LANE AT FAIRFAX, VA",38.8519,-77.2900667,2070010.0,FA-STS
0165389710,"STORM DRAIN AT EMBASSY LANE AT FAIRFAX, VA",38.85229167,-77.2875917,2070010.0,FA-STS
0165389715,"DANIELS RUN AT EMBASSY LANE AT FAIRFAX, VA",38.8516583,-77.2866667,2070010.0,ST
0165389730,"DANIELS RUN TRIBUTARY 1 AT MOUTH AT FAIRFAX, VA",38.8511111,-77.2861111,2070010.0,ST
0165389740,"STORM DRAIN AT ESTEL ROAD AT FAIRFAX, VA",38.8504222,-77.28275,2070010.0,FA-STS
0165389770,"DANIELS RUN AT ST ANDREWS DRIVE AT FAIRFAX, VA",38.85277778,-77.2794444,2070010.0,ST
0165389785,"DANIELS RUN TRIBUTARY 2 AT MOUTH AT FAIRFAX, VA",38.8532222,-77.27913889,2070010.0,ST
0165389890,"DANIELS RUN AT MOUTH AT FAIRFAX, VA",38.8599111,-77.2757,2070010.0,ST
0165389920,"ACCOTINK CREEK ABOVE PICKETT ROAD AT FAIRFAX, VA",38.8606222,-77.273925,2070010.0,ST
01653900,"ACCOTINK CREEK AT FAIRFAX, VA",38.86094544,-77.27109429,2070010.0,ST
0165390048,"STORM DRAIN BELOW PICKETT ROAD AT FAIRFAX, VA",38.8615111,-77.2699306,2070010.0,FA-STS
0165390050,"STORM DRAIN AT OLD PICKETT ROAD AT FAIRFAX, VA",38.86217778,-77.2703222,2070010.0,FA-STS
0165390230,"STORM DRAIN ABOVE SUTTON ROAD AT FAIRFAX, VA",38.87785278,-77.2806417,2070010.0,FA-STS
0165390505,"ACCOTINK CR TRIB 4 ABOVE LEE HWY AT FAIRFAX, VA",38.8682111,-77.2727833,2070010.0,ST
0165390670,"ACCOTINK CR TRIB 4 BL ARLINGTON AT FAIRFAX, VA",38.86415278,-77.2698306,2070010.0,ST
0165390730,"ACCOTINK CREEK TRIB 4 AT MOUTH AT FAIRFAX, VA",38.862525,-77.2696861,2070010.0,ST
0165390845,"ACCOTINK CREEK AB MILL SPRINGS DR AT FAIRFAX, VA",38.86181944,-77.26658889,2070010.0,ST
0165390850,"ACCOTINK CREEK NEAR MILL SPRINGS DR AT FAIRFAX, VA",38.8614972,-77.26642778,2070010.0,ST
0165390890,"STORM DRAIN AT MILL SPRINGS DRIVE AT FAIRFAX, VA",38.8603861,-77.2661167,2070010.0,FA-STS
0165391005,"ACCOTINK CREEK ABOVE EDENVALE ROAD AT FAIRFAX, VA",38.86085556,-77.2628806,2070010.0,ST
0165391120,"ACCOTINK CR TRIB 5 AB TAPAWINGO RD AT VIENNA, VA",38.88582778,-77.27091389,2070010.0,ST
0165391150,"ACCOTINK CR TRIB 1 TRIB 5 AT MOUTH AT VIENNA, VA",38.88582778,-77.2708556,2070010.0,ST
0165391460,"ACCOTINK CREEK TRIB 5 AT HERMOSA DR AT VIENNA, VA",38.87364167,-77.2646,2070010.0,ST
0165391505,"ACCOTINK CREEK TRIB 5 BELOW LEE HWY NR FAIRFAX, VA",38.87118056,-77.26417778,2070010.0,ST
0165391550,"STORM DRAIN AT NUTLEY STREET AT FAIRFAX, VA",38.87024167,-77.2634667,2070010.0,FA-STS
0165391580,"STORM DRAIN ABOVE BARRICK STREET AT FAIRFAX, VA",38.86856389,-77.2630111,2070010.0,FA-STS
0165391630,"STORM DRAIN AT BARRICK STREET AT FAIRFAX, VA",38.8671583,-77.2626194,2070010.0,FA-STS
0165391660,"ACCOTINK CREEK TRIB 5 AB ARLINGTON NR FAIRFAX, VA",38.8661333,-77.2633472,2070010.0,ST
0165391805,"ACCOTINK CREEK TRIB 5 AT MOUTH NEAR FAIRFAX, VA",38.86170278,-77.2618583,2070010.0,ST
